3.141592653589899,1000000,2,0.00153494
3.141592653589876,1000000,12,0.00033759
3.141592653589874,1000000,22,0.00022745
3.141592653589874,1000000,32,0.00020018
3.141592653589875,1000000,42,0.00401701
3.141592653590092,500000,2,0.00077431
3.141592653590127,500000,12,0.00022084
3.141592653590125,500000,22,0.00015557
3.141592653590124,500000,32,0.00015273
3.141592653590124,500000,42,0.00016432
3.141592653591136,250000,2,0.00039076
3.141592653591125,250000,12,0.00015444
3.141592653591126,250000,22,0.00012725
3.141592653591127,250000,32,0.00012894
3.141592653591127,250000,42,0.00387115
3.141592653595128,125000,2,0.00020357
3.141592653595123,125000,12,0.00011224
3.141592653595128,125000,22,0.00011923
3.141592653595125,125000,32,0.00011009
3.141592653595126,125000,42,0.00742181
3.141592653611111,62500,2,0.00011280
3.141592653611125,62500,12,0.00008978
3.141592653611126,62500,22,0.00008857
3.141592653611128,62500,32,0.00011446
3.141592653611127,62500,42,0.00467006
